t,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr,hpl_op,hpl_dalc,ellipse_yaw,trust,state,nees,sep,latency,fault
1781044847.4386,34.0801,-0.0284,0.9448,33.9008,0.5695,1.2000,0.6241,0.9088,2.5016,1.570796,0.0201,INERTIAL,3.3050,0.0148,0.0300,1
1781044847.4886,34.1530,-0.0359,0.9405,33.9757,0.5725,1.2000,0.6337,0.9229,2.5404,1.570796,0.0188,INERTIAL,3.3054,0.0294,0.0300,1
1781044847.5384,34.2261,-0.0437,0.9361,34.0508,0.5754,1.2000,0.6435,0.9372,2.5796,1.570796,0.0183,INERTIAL,3.3063,0.0147,0.0300,1
1781044847.5884,34.2991,-0.0519,0.9313,34.1257,0.5782,1.2000,0.6535,0.9515,2.6191,1.570796,0.0177,INERTIAL,3.3097,0.0298,0.0300,1
1781044847.6384,34.3722,-0.0601,0.9265,34.2007,0.5808,1.2000,0.6635,0.9661,2.6591,1.570796,0.0177,INERTIAL,3.3123,0.0151,0.0300,1
1781044847.6884,34.4453,-0.0688,0.9213,34.2757,0.5832,1.2000,0.6736,0.9807,2.6995,1.570796,0.0167,INERTIAL,3.3167,0.0297,0.0300,1
1781044847.7386,34.5184,-0.0776,0.9161,34.3507,0.5855,1.2000,0.6840,0.9955,2.7403,1.570796,0.0162,INERTIAL,3.3211,0.0156,0.0300,1
1781044847.7886,34.5916,-0.0867,0.9108,34.4257,0.5876,1.2000,0.6944,1.0105,2.7815,1.570796,0.0157,INERTIAL,3.3258,0.0304,0.0300,1
1781044847.8384,34.6646,-0.0962,0.9055,34.5007,0.5895,1.2000,0.7051,1.0256,2.8231,1.570796,0.0152,INERTIAL,3.3313,0.0156,0.0300,1
1781044847.8885,34.7376,-0.1060,0.9001,34.5756,0.5913,1.2000,0.7158,1.0409,2.8650,1.570796,0.0152,INERTIAL,3.3366,0.0304,0.0300,1
1781044847.9385,34.8106,-0.1160,0.8947,34.6507,0.5929,1.2000,0.7267,1.0563,2.9074,1.570796,0.0144,INERTIAL,3.3419,0.0159,0.0300,1
1781044847.9885,34.8833,-0.1262,0.8892,34.7256,0.5944,1.2000,0.7376,1.0718,2.9502,1.570796,0.0140,INERTIAL,3.3464,0.0305,0.0300,1
1781044848.0384,34.9562,-0.1366,0.8834,34.8008,0.5957,1.2000,0.7485,1.0875,2.9934,1.570796,0.0140,INERTIAL,3.3512,0.0159,0.0300,1
1781044848.0885,35.0285,-0.1472,0.8777,34.8756,0.5968,1.2000,0.7596,1.1034,3.0370,1.570796,0.0136,INERTIAL,3.3557,0.0306,0.0300,1
1781044848.1384,35.1012,-0.1580,0.8720,34.9507,0.5977,1.2000,0.7705,1.1193,3.0811,1.570796,0.0128,INERTIAL,3.3582,0.0160,0.0300,1
1781044848.1886,35.1738,-0.1689,0.8663,35.0257,0.5985,1.2000,0.7815,1.1355,3.1255,1.570796,0.0128,INERTIAL,3.3606,0.0309,0.0300,1
1781044848.2385,35.2465,-0.1802,0.8606,35.1007,0.5991,1.2000,0.7929,1.1518,3.1703,1.570796,0.0121,INERTIAL,3.3644,0.0162,0.0300,1
1781044848.2884,35.3192,-0.1920,0.8549,35.1757,0.5996,1.2000,0.8045,1.1682,3.2156,1.570796,0.0117,INERTIAL,3.3689,0.0314,0.0300,1
1781044848.3384,35.3920,-0.2040,0.8491,35.2508,0.5999,1.2000,0.8162,1.1848,3.2612,1.570796,0.0117,INERTIAL,3.3732,0.0164,0.0300,1
1781044848.3884,35.4647,-0.2164,0.8435,35.3258,0.6000,1.2000,0.8282,1.2015,3.3073,1.570796,0.0111,INERTIAL,3.3781,0.0318,0.0300,1
1781044848.4385,35.5374,-0.2292,0.8377,35.4007,0.6000,1.2000,0.8403,1.2184,3.3538,1.570796,0.0108,INERTIAL,3.3838,0.0171,0.0300,1
1781044848.4888,35.6102,-0.2422,0.8319,35.4757,0.5997,1.2000,0.8526,1.2355,3.4007,1.570796,0.0105,INERTIAL,3.3891,0.0319,0.0300,1
1781044848.5385,35.6831,-0.2555,0.8260,35.5508,0.5994,1.2000,0.8650,1.2527,3.4480,1.570796,0.0105,INERTIAL,3.3951,0.0172,0.0300,1
1781044848.5883,35.7559,-0.2692,0.8199,35.6258,0.5988,1.2000,0.8777,1.2700,3.4957,1.570796,0.0099,INERTIAL,3.4020,0.0324,0.0300,1
1781044848.6384,35.8288,-0.2831,0.8136,35.7007,0.5981,1.2000,0.8905,1.2875,3.5439,1.570796,0.0097,INERTIAL,3.4095,0.0178,0.0300,1
1781044848.6884,35.9020,-0.2975,0.8072,35.7759,0.5972,1.2000,0.9036,1.3051,3.5925,1.570796,0.0094,INERTIAL,3.4180,0.0329,0.0300,1
1781044848.7386,35.9747,-0.3122,0.8008,35.8507,0.5962,1.2000,0.9168,1.3230,3.6415,1.570796,0.0091,INERTIAL,3.4266,0.0178,0.0300,1
1781044848.7884,36.0476,-0.3273,0.7942,35.9257,0.5950,1.2000,0.9303,1.3409,3.6909,1.570796,0.0091,INERTIAL,3.4362,0.0328,0.0300,1
1781044848.8384,36.1206,-0.3427,0.7876,36.0008,0.5936,1.2000,0.9439,1.3590,3.7407,1.570796,0.0087,INERTIAL,3.4458,0.0184,0.0300,1
1781044848.8883,36.1934,-0.3584,0.7809,36.0757,0.5921,1.2000,0.9578,1.3773,3.7910,1.570796,0.0084,INERTIAL,3.4556,0.0333,0.0300,1
1781044848.9388,36.2664,-0.3745,0.7740,36.1507,0.5904,1.2000,0.9718,1.3957,3.8417,1.570796,0.0082,INERTIAL,3.4663,0.0183,0.0300,1
1781044848.9885,36.3396,-0.3907,0.7670,36.2260,0.5885,1.2000,0.9858,1.4143,3.8928,1.570796,0.0080,INERTIAL,3.4759,0.0335,0.0300,1
1781044849.0385,36.4126,-0.4073,0.7600,36.3008,0.5865,1.2000,1.0000,1.4330,3.9444,1.570796,0.0078,INERTIAL,3.4860,0.0149,0.0300,1
1781044849.0884,36.4855,-0.4243,0.7530,36.3756,0.5843,1.2000,1.0145,1.4519,3.9963,1.570796,0.0076,INERTIAL,3.4967,0.0299,0.0300,1
1781044849.1384,36.5586,-0.4416,0.7460,36.4507,0.5819,1.2000,1.0292,1.4709,4.0487,1.570796,0.0074,INERTIAL,3.5070,0.0148,0.0300,1
1781044849.1886,36.6316,-0.4590,0.7392,36.5257,0.5794,1.2000,1.0438,1.4901,4.1016,1.570796,0.0074,INERTIAL,3.5157,0.0299,0.0300,1
1781044849.2388,36.7048,-0.4771,0.7326,36.6007,0.5767,1.2000,1.0589,1.5095,4.1549,1.570796,0.0072,INERTIAL,3.5262,0.0148,0.0300,1
1781044849.2885,36.7776,-0.4958,0.7257,36.6756,0.5739,1.2000,1.0745,1.5290,4.2086,1.570796,0.0070,INERTIAL,3.5386,0.0299,0.0300,1
1781044849.3384,36.8505,-0.5151,0.7189,36.7507,0.5709,1.2000,1.0905,1.5486,4.2627,1.570796,0.0068,INERTIAL,3.5522,0.0147,0.0300,1
1781044849.3883,36.9235,-0.5348,0.7120,36.8257,0.5677,1.2000,1.1068,1.5685,4.3173,1.570796,0.0065,INERTIAL,3.5663,0.0302,0.0300,1
1781044849.4383,36.9964,-0.5547,0.7052,36.9007,0.5644,1.2000,1.1232,1.5884,4.3723,1.570796,0.0063,INERTIAL,3.5796,0.0148,0.0300,1
1781044849.4885,37.0696,-0.5750,0.6982,36.9761,0.5609,1.2000,1.1397,1.6086,4.4277,1.570796,0.0062,INERTIAL,3.5934,0.0303,0.0300,1
1781044849.5389,37.1422,-0.5958,0.6913,37.0507,0.5573,1.2000,1.1568,1.6289,4.4836,1.570796,0.0060,INERTIAL,3.6084,0.0150,0.0300,1
1781044849.5884,37.2150,-0.6171,0.6845,37.1257,0.5535,1.2000,1.1740,1.6494,4.5399,1.570796,0.0059,INERTIAL,3.6232,0.0302,0.0300,1
1781044849.6384,37.2882,-0.6386,0.6776,37.2007,0.5496,1.2000,1.1914,1.6700,4.5967,1.570796,0.0057,INERTIAL,3.6384,0.0153,0.0300,1
1781044849.6885,37.3612,-0.6606,0.6707,37.2756,0.5455,1.2000,1.2091,1.6908,4.6539,1.570796,0.0056,INERTIAL,3.6537,0.0305,0.0300,1
1781044849.7387,37.4343,-0.6827,0.6637,37.3508,0.5413,1.2000,1.2268,1.7117,4.7115,1.570796,0.0056,INERTIAL,3.6684,0.0151,0.0300,1
1781044849.7885,37.5075,-0.7051,0.6566,37.4260,0.5369,1.2000,1.2447,1.7328,4.7696,1.570796,0.0055,INERTIAL,3.6827,0.0307,0.0300,1
1781044849.8384,37.5803,-0.7277,0.6494,37.5007,0.5323,1.2000,1.2626,1.7541,4.8281,1.570796,0.0052,INERTIAL,3.6968,0.0151,0.0300,1
1781044849.8884,37.6534,-0.7506,0.6422,37.5757,0.5276,1.2000,1.2806,1.7755,4.8871,1.570796,0.0052,INERTIAL,3.7105,0.0306,0.0300,1
1781044849.9384,37.7266,-0.7737,0.6351,37.6507,0.5228,1.2000,1.2987,1.7971,4.9465,1.570796,0.0050,INERTIAL,3.7234,0.0152,0.0300,1
1781044849.9884,37.7997,-0.7972,0.6280,37.7257,0.5178,1.2000,1.3171,1.8188,5.0064,1.570796,0.0050,INERTIAL,3.7365,0.0302,0.0300,1
1781044850.0384,37.8732,-0.8212,0.6210,37.8008,0.5127,1.2000,1.3359,1.8407,5.0667,1.570796,0.0048,INERTIAL,3.7505,0.0156,0.0300,1
1781044850.0886,37.9463,-0.8456,0.6142,37.8756,0.5075,1.2000,1.3549,1.8628,5.1275,1.570796,0.0046,INERTIAL,3.7638,0.0308,0.0300,1
1781044850.1384,38.0196,-0.8702,0.6074,37.9507,0.5020,1.2000,1.3739,1.8851,5.1887,1.570796,0.0045,INERTIAL,3.7768,0.0152,0.0300,1
1781044850.1884,38.0930,-0.8951,0.6007,38.0256,0.4965,1.2000,1.3933,1.9075,5.2504,1.570796,0.0044,INERTIAL,3.7897,0.0311,0.0300,1
1781044850.2385,38.1664,-0.9203,0.5940,38.1008,0.4908,1.2000,1.4127,1.9300,5.3125,1.570796,0.0044,INERTIAL,3.8022,0.0157,0.0300,1
1781044850.2886,38.2395,-0.9459,0.5872,38.1759,0.4850,1.2000,1.4322,1.9528,5.3751,1.570796,0.0042,INERTIAL,3.8146,0.0312,0.0300,1
1781044850.3383,38.3123,-0.9717,0.5804,38.2507,0.4790,1.2000,1.4520,1.9757,5.4382,1.570796,0.0042,INERTIAL,3.8273,0.0153,0.0300,1
1781044850.3883,38.3854,-0.9979,0.5736,38.3257,0.4729,1.2000,1.4721,1.9988,5.5017,1.570796,0.0041,INERTIAL,3.8399,0.0312,0.0300,1
1781044850.4384,38.4588,-1.0243,0.5668,38.4007,0.4667,1.2000,1.4922,2.0220,5.5656,1.570796,0.0039,INERTIAL,3.8523,0.0162,0.0300,1
1781044850.4885,38.5323,-1.0510,0.5599,38.4757,0.4604,1.2000,1.5124,2.0454,5.6300,1.570796,0.0038,INERTIAL,3.8641,0.0319,0.0300,1
1781044850.5385,38.6058,-1.0779,0.5531,38.5506,0.4539,1.2000,1.5328,2.0690,5.6949,1.570796,0.0037,INERTIAL,3.8757,0.0162,0.0300,1
1781044850.5885,38.6793,-1.1051,0.5462,38.6256,0.4473,1.2000,1.5533,2.0927,5.7602,1.570796,0.0037,INERTIAL,3.8871,0.0322,0.0300,1
1781044850.6383,38.7529,-1.1325,0.5392,38.7007,0.4406,1.2000,1.5740,2.1166,5.8260,1.570796,0.0036,INERTIAL,3.8985,0.0166,0.0300,1
1781044850.6883,38.8265,-1.1602,0.5322,38.7757,0.4337,1.2000,1.5947,2.1407,5.8923,1.570796,0.0036,INERTIAL,3.9096,0.0323,0.0300,1
1781044850.7384,38.9000,-1.1882,0.5252,38.8509,0.4267,1.2000,1.6157,2.1649,5.9590,1.570796,0.0035,INERTIAL,3.9208,0.0168,0.0300,1
1781044850.7885,38.9734,-1.2166,0.5180,38.9260,0.4196,1.2000,1.6369,2.1893,6.0262,1.570796,0.0034,INERTIAL,3.9322,0.0328,0.0300,1
1781044850.8383,39.0467,-1.2450,0.5108,39.0007,0.4125,1.2000,1.6581,2.2139,6.0938,1.570796,0.0033,INERTIAL,3.9428,0.0170,0.0300,1
1781044850.8884,39.1206,-1.2736,0.5037,39.0758,0.4051,1.2000,1.6793,2.2386,6.1619,1.570796,0.0032,INERTIAL,3.9525,0.0332,0.0300,1
1781044850.9385,39.1943,-1.3023,0.4966,39.1507,0.3977,1.2000,1.7005,2.2635,6.2305,1.570796,0.0032,INERTIAL,3.9614,0.0172,0.0300,1
1781044850.9885,39.2680,-1.3311,0.4897,39.2256,0.3902,1.2000,1.7218,2.2886,6.2996,1.570796,0.0031,INERTIAL,3.9695,0.0332,0.0300,1
1781044851.0383,39.3418,-1.3601,0.4826,39.3007,0.3825,1.2000,1.7431,2.3139,6.3691,1.570796,0.0030,INERTIAL,3.9773,0.0304,0.0300,1
1781044851.0884,39.4157,-1.3894,0.4753,39.3756,0.3748,1.2000,1.7646,2.3393,6.4391,1.570796,0.0030,INERTIAL,3.9854,0.0143,0.0300,1
1781044851.1384,39.4897,-1.4191,0.4679,39.4509,0.3669,1.2000,1.7864,2.3649,6.5095,1.570796,0.0029,INERTIAL,3.9938,0.0299,0.0300,1
1781044851.1885,39.5631,-1.4490,0.4605,39.5256,0.3589,1.2000,1.8084,2.3907,6.5805,1.570796,0.0028,INERTIAL,4.0024,0.0142,0.0300,1
1781044851.2385,39.6366,-1.4792,0.4529,39.6007,0.3509,1.2000,1.8305,2.4166,6.6519,1.570796,0.0027,INERTIAL,4.0111,0.0299,0.0300,1
1781044851.2884,39.7100,-1.5095,0.4454,39.6756,0.3427,1.2000,1.8526,2.4428,6.7238,1.570796,0.0027,INERTIAL,4.0189,0.0142,0.0300,1
1781044851.3385,39.7835,-1.5400,0.4377,39.7507,0.3345,1.2000,1.8747,2.4690,6.7961,1.570796,0.0027,INERTIAL,4.0263,0.0298,0.0300,1
1781044851.3884,39.8568,-1.5705,0.4303,39.8257,0.3261,1.2000,1.8969,2.4955,6.8690,1.570796,0.0026,INERTIAL,4.0328,0.0137,0.0300,1
1781044851.4386,39.9303,-1.6013,0.4231,39.9007,0.3177,1.2000,1.9192,2.5221,6.9423,1.570796,0.0025,INERTIAL,4.0385,0.0294,0.0300,1
1781044851.4884,40.0036,-1.6322,0.4159,39.9757,0.3091,1.2000,1.9416,2.5489,7.0161,1.570796,0.0025,INERTIAL,4.0442,0.0134,0.0300,1
1781044851.5384,40.0771,-1.6633,0.4085,40.0507,0.3005,1.2000,1.9640,2.5759,7.0904,1.570796,0.0024,INERTIAL,4.0495,0.0298,0.0300,1
1781044851.5884,40.1508,-1.6948,0.4010,40.1257,0.2918,1.2000,1.9868,2.6031,7.1651,1.570796,0.0024,INERTIAL,4.0556,0.0129,0.0300,1
1781044851.6385,40.2243,-1.7267,0.3934,40.2007,0.2831,1.2000,2.0099,2.6304,7.2404,1.570796,0.0024,INERTIAL,4.0623,0.0289,0.0300,1
1781044851.6885,40.2978,-1.7587,0.3859,40.2756,0.2742,1.2000,2.0330,2.6579,7.3161,1.570796,0.0023,INERTIAL,4.0683,0.0127,0.0300,1
1781044851.7384,40.3713,-1.7911,0.3783,40.3507,0.2653,1.2000,2.0565,2.6856,7.3923,1.570796,0.0022,INERTIAL,4.0749,0.0287,0.0300,1
1781044851.7885,40.4448,-1.8237,0.3707,40.4257,0.2563,1.2000,2.0801,2.7135,7.4690,1.570796,0.0022,INERTIAL,4.0812,0.0123,0.0300,1
1781044851.8385,40.5182,-1.8565,0.3630,40.5007,0.2472,1.2000,2.1038,2.7415,7.5462,1.570796,0.0022,INERTIAL,4.0873,0.0282,0.0300,1
1781044851.8884,40.5913,-1.8894,0.3553,40.5755,0.2381,1.2000,2.1275,2.7697,7.6238,1.570796,0.0021,INERTIAL,4.0931,0.0123,0.0300,1
1781044851.9385,40.6647,-1.9225,0.3475,40.6507,0.2288,1.2000,2.1513,2.7981,7.7020,1.570796,0.0020,INERTIAL,4.0985,0.0282,0.0300,1
1781044851.9885,40.7379,-1.9556,0.3395,40.7256,0.2196,1.2000,2.1752,2.8267,7.7806,1.570796,0.0020,INERTIAL,4.1037,0.0120,0.0300,1
1781044852.0384,40.8113,-1.9888,0.3315,40.8007,0.2102,1.2000,2.1991,2.8555,7.8598,1.570796,0.0020,INERTIAL,4.1085,0.0279,0.0300,1
1781044852.0883,40.8843,-2.0224,0.3234,40.8756,0.2008,1.2000,2.2233,2.8844,7.9394,1.570796,0.0019,INERTIAL,4.1137,0.0116,0.0300,1
1781044852.1384,40.9574,-2.0562,0.3156,40.9507,0.1914,1.2000,2.2476,2.9135,8.0195,1.570796,0.0019,INERTIAL,4.1184,0.0276,0.0300,1
1781044852.1884,41.0302,-2.0901,0.3077,41.0256,0.1819,1.2000,2.2720,2.9428,8.1001,1.570796,0.0018,INERTIAL,4.1229,0.0116,0.0300,1
1781044852.2384,41.1029,-2.1243,0.2999,41.1007,0.1723,1.2000,2.2966,2.9722,8.1812,1.570796,0.0018,INERTIAL,4.1273,0.0273,0.0300,1
1781044852.2884,41.1757,-2.1587,0.2920,41.1756,0.1627,1.2000,2.3214,3.0019,8.2628,1.570796,0.0018,INERTIAL,4.1319,0.0110,0.0300,1
1781044852.3384,41.2488,-2.1931,0.2839,41.2507,0.1531,1.2000,2.3462,3.0317,8.3449,1.570796,0.0017,INERTIAL,4.1358,0.0267,0.0300,1
1781044852.3883,41.3216,-2.2275,0.2759,41.3256,0.1434,1.2000,2.3709,3.0617,8.4275,1.570796,0.0017,INERTIAL,4.1391,0.0107,0.0300,1
1781044852.4384,41.3945,-2.2620,0.2680,41.4007,0.1336,1.2000,2.3956,3.0919,8.5106,1.570796,0.0017,INERTIAL,4.1418,0.0267,0.0300,1
1781044852.4885,41.4674,-2.2967,0.2600,41.4759,0.1238,1.2000,2.4205,3.1223,8.5942,1.570796,0.0017,INERTIAL,4.1446,0.0101,0.0300,1
1781044852.5385,41.5399,-2.3317,0.2518,41.5507,0.1141,1.2000,2.4458,3.1528,8.6783,1.570796,0.0016,INERTIAL,4.1481,0.0260,0.0300,1
1781044852.5886,41.6124,-2.3668,0.2433,41.6256,0.1043,1.2000,2.4711,3.1836,8.7629,1.570796,0.0016,INERTIAL,4.1515,0.0099,0.0300,1
1781044852.6382,41.6851,-2.4023,0.2348,41.7006,0.0944,1.2000,2.4967,3.2145,8.8480,1.570796,0.0015,INERTIAL,4.1553,0.0256,0.0300,1
1781044852.6885,41.7579,-2.4379,0.2264,41.7756,0.0845,1.2000,2.5225,3.2456,8.9336,1.570796,0.0015,INERTIAL,4.1588,0.0093,0.0300,1
1781044852.7383,41.8312,-2.4737,0.2181,41.8509,0.0746,1.2000,2.5484,3.2768,9.0197,1.570796,0.0015,INERTIAL,4.1620,0.0249,0.0300,1
1781044852.7885,41.9037,-2.5095,0.2102,41.9255,0.0647,1.2000,2.5743,3.3083,9.1063,1.570796,0.0015,INERTIAL,4.1645,0.0090,0.0300,1
1781044852.8386,41.9771,-2.5458,0.2022,42.0008,0.0547,1.2000,2.6006,3.3400,9.1934,1.570796,0.0015,INERTIAL,4.1675,0.0248,0.0300,1
1781044852.8884,42.0498,-2.5818,0.1943,42.0755,0.0448,1.2000,2.6267,3.3718,9.2810,1.570796,0.0014,INERTIAL,4.1694,0.0091,0.0300,1
1781044852.9383,42.1228,-2.6181,0.1862,42.1507,0.0347,1.2000,2.6530,3.4038,9.3691,1.570796,0.0014,INERTIAL,4.1717,0.0250,0.0300,1
1781044852.9886,42.1952,-2.6546,0.1785,42.2255,0.0248,1.2000,2.6796,3.4360,9.4577,1.570796,0.0014,INERTIAL,4.1739,0.0092,0.0300,1
1781044853.0383,42.2680,-2.6912,0.1706,42.3007,0.0148,1.2000,2.7061,3.4684,9.5469,1.570796,0.0013,INERTIAL,4.1755,0.0311,0.0300,1
1781044853.0884,42.3407,-2.7278,0.1626,42.3757,0.0048,1.2000,2.7328,3.5010,9.6365,1.570796,0.0013,INERTIAL,4.1770,0.0145,0.0300,1
1781044853.1383,42.4131,-2.7644,0.1546,42.4507,-0.0052,1.2000,2.7594,3.5337,9.7267,1.570796,0.0013,INERTIAL,4.1781,0.0311,0.0300,1
1781044853.1885,42.4853,-2.8012,0.1463,42.5255,-0.0152,1.2000,2.7863,3.5667,9.8174,1.570796,0.0013,INERTIAL,4.1797,0.0147,0.0300,1
1781044853.2385,42.5578,-2.8384,0.1375,42.6008,-0.0252,1.2000,2.8135,3.5998,9.9086,1.570796,0.0012,INERTIAL,4.1823,0.0306,0.0300,1
1781044853.2881,42.6296,-2.8758,0.1284,42.6755,-0.0352,1.2000,2.8410,3.6331,10.0003,1.570796,0.0012,INERTIAL,4.1852,0.0145,0.0300,1
1781044853.3382,42.7020,-2.9133,0.1193,42.7507,-0.0452,1.2000,2.8685,3.6666,10.0925,1.570796,0.0012,INERTIAL,4.1878,0.0302,0.0300,1
1781044853.3884,42.7743,-2.9507,0.1101,42.8256,-0.0551,1.2000,2.8960,3.7003,10.1853,1.570796,0.0012,INERTIAL,4.1901,0.0136,0.0300,1
1781044853.4383,42.8464,-2.9884,0.1008,42.9006,-0.0651,1.2000,2.9238,3.7342,10.2785,1.570796,0.0011,INERTIAL,4.1926,0.0298,0.0300,1
1781044853.4886,42.9185,-3.0263,0.0913,42.9759,-0.0751,1.2000,2.9518,3.7683,10.3723,1.570796,0.0011,INERTIAL,4.1954,0.0133,0.0300,1
1781044853.5382,42.9901,-3.0640,0.0816,43.0506,-0.0849,1.2000,2.9797,3.8025,10.4666,1.570796,0.0011,INERTIAL,4.1976,0.0296,0.0300,1
1781044853.5883,43.0619,-3.1022,0.0720,43.1255,-0.0948,1.2000,3.0081,3.8370,10.5614,1.570796,0.0011,INERTIAL,4.2004,0.0131,0.0300,1
1781044853.6381,43.1338,-3.1406,0.0626,43.2006,-0.1047,1.2000,3.0366,3.8716,10.6567,1.570796,0.0011,INERTIAL,4.2032,0.0290,0.0300,1
1781044853.6885,43.2054,-3.1790,0.0530,43.2755,-0.1145,1.2000,3.0653,3.9064,10.7526,1.570796,0.0011,INERTIAL,4.2059,0.0127,0.0300,1
1781044853.7384,43.2773,-3.2176,0.0432,43.3507,-0.1243,1.2000,3.0941,3.9414,10.8490,1.570796,0.0010,INERTIAL,4.2087,0.0285,0.0300,1
1781044853.7884,43.3487,-3.2560,0.0332,43.4255,-0.1341,1.2000,3.1229,3.9766,10.9459,1.570796,0.0010,INERTIAL,4.2110,0.0123,0.0300,1
1781044853.8382,43.4206,-3.2945,0.0230,43.5009,-0.1438,1.2000,3.1517,4.0120,11.0433,1.570796,0.0010,INERTIAL,4.2132,0.0280,0.0300,1
1781044853.8889,43.4918,-3.3330,0.0126,43.5756,-0.1535,1.2000,3.1806,4.0476,11.1413,1.570796,0.0010,INERTIAL,4.2154,0.0118,0.0300,1
1781044853.9383,43.5633,-3.3716,0.0020,43.6508,-0.1632,1.2000,3.2096,4.0834,11.2398,1.570796,0.0010,INERTIAL,4.2176,0.0277,0.0300,1
1781044853.9884,43.6342,-3.4104,-0.0088,43.7255,-0.1727,1.2000,3.2390,4.1194,11.3388,1.570796,0.0009,INERTIAL,4.2202,0.0118,0.0300,1
1781044854.0382,43.7056,-3.4493,-0.0196,43.8008,-0.1823,1.2000,3.2684,4.1555,11.4383,1.570796,0.0009,INERTIAL,4.2227,0.0273,0.0300,1
1781044854.0883,43.7764,-3.4883,-0.0308,43.8755,-0.1918,1.2000,3.2980,4.1919,11.5384,1.570796,0.0009,INERTIAL,4.2254,0.0113,0.0300,1
1781044854.1383,43.8473,-3.5275,-0.0418,43.9507,-0.2013,1.2000,3.3278,4.2284,11.6390,1.570796,0.0009,INERTIAL,4.2280,0.0270,0.0300,1
1781044854.1885,43.9177,-3.5667,-0.0531,44.0255,-0.2106,1.2000,3.3578,4.2652,11.7401,1.570796,0.0009,INERTIAL,4.2307,0.0113,0.0300,1
1781044854.2383,43.9885,-3.6060,-0.0641,44.1007,-0.2200,1.2000,3.3879,4.3021,11.8418,1.570796,0.0009,INERTIAL,4.2329,0.0265,0.0300,1
1781044854.2884,44.0588,-3.6453,-0.0754,44.1756,-0.2292,1.2000,3.4181,4.3393,11.9440,1.570796,0.0008,INERTIAL,4.2355,0.0110,0.0300,1
1781044854.3383,44.1293,-3.6848,-0.0868,44.2508,-0.2385,1.2000,3.4485,4.3766,12.0467,1.570796,0.0008,INERTIAL,4.2379,0.0261,0.0300,1
1781044854.3884,44.1993,-3.7242,-0.0982,44.3256,-0.2476,1.2000,3.4789,4.4141,12.1500,1.570796,0.0008,INERTIAL,4.2400,0.0106,0.0300,1
1781044854.4383,44.2697,-3.7636,-0.1095,44.4007,-0.2567,1.2000,3.5093,4.4518,12.2538,1.570796,0.0008,INERTIAL,4.2418,0.0255,0.0300,1
1781044854.4884,44.3393,-3.8031,-0.1209,44.4754,-0.2656,1.2000,3.5401,4.4897,12.3581,1.570796,0.0008,INERTIAL,4.2438,0.0107,0.0300,1
1781044854.5383,44.4098,-3.8426,-0.1325,44.5509,-0.2746,1.2000,3.5708,4.5278,12.4630,1.570796,0.0008,INERTIAL,4.2454,0.0250,0.0300,1
1781044854.5884,44.4795,-3.8820,-0.1443,44.6256,-0.2834,1.2000,3.6015,4.5661,12.5684,1.570796,0.0008,INERTIAL,4.2469,0.0102,0.0300,1
1781044854.6384,44.5498,-3.9214,-0.1564,44.7008,-0.2922,1.2000,3.6323,4.6046,12.6744,1.570796,0.0008,INERTIAL,4.2483,0.0245,0.0300,1
1781044854.6884,44.6197,-3.9608,-0.1685,44.7755,-0.3009,1.2000,3.6632,4.6433,12.7809,1.570796,0.0007,INERTIAL,4.2496,0.0101,0.0300,1
1781044854.7385,44.6897,-4.0002,-0.1807,44.8507,-0.3095,1.2000,3.6941,4.6822,12.8879,1.570796,0.0007,INERTIAL,4.2507,0.0243,0.0300,1
1781044854.7884,44.7594,-4.0396,-0.1930,44.9255,-0.3180,1.2000,3.7253,4.7213,12.9955,1.570796,0.0007,INERTIAL,4.2519,0.0102,0.0300,1
1781044854.8383,44.8299,-4.0795,-0.2055,45.0010,-0.3265,1.2000,3.7568,4.7606,13.1037,1.570796,0.0007,INERTIAL,4.2536,0.0234,0.0300,1
1781044854.8884,44.8996,-4.1193,-0.2179,45.0757,-0.3348,1.2000,3.7886,4.8000,13.2123,1.570796,0.0007,INERTIAL,4.2554,0.0099,0.0300,1
1781044854.9383,44.9696,-4.1592,-0.2305,45.1506,-0.3431,1.2000,3.8204,4.8397,13.3215,1.570796,0.0007,INERTIAL,4.2570,0.0232,0.0300,1
1781044854.9886,45.0396,-4.1992,-0.2432,45.2257,-0.3512,1.2000,3.8525,4.8796,13.4313,1.570796,0.0007,INERTIAL,4.2588,0.0100,0.0300,1
1781044855.0382,45.1093,-4.2393,-0.2558,45.3010,-0.3593,1.2000,3.8847,4.9197,13.5416,1.570796,0.0007,INERTIAL,4.2605,0.0303,0.0300,1
1781044855.0884,45.1783,-4.2795,-0.2686,45.3756,-0.3673,1.2000,3.9172,4.9600,13.6525,1.570796,0.0007,INERTIAL,4.2624,0.0142,0.0300,1
1781044855.1384,45.2479,-4.3200,-0.2814,45.4509,-0.3751,1.2000,3.9501,5.0004,13.7639,1.570796,0.0006,INERTIAL,4.2647,0.0294,0.0300,1
1781044855.1884,45.3170,-4.3604,-0.2945,45.5255,-0.3828,1.2000,3.9830,5.0411,13.8759,1.570796,0.0006,INERTIAL,4.2670,0.0135,0.0300,1
1781044855.2383,45.3864,-4.4009,-0.3077,45.6008,-0.3905,1.2000,4.0161,5.0820,13.9884,1.570796,0.0006,INERTIAL,4.2692,0.0290,0.0300,1
